Date,Value
2020-02-11,3357.75
2020-02-12,3379.449951171875
2020-02-13,3373.93994140625
2020-02-14,3380.159912109375
2020-02-18,3370.2900390625
2020-02-19,3386.14990234375
2020-02-20,3373.22998046875
2020-02-21,3337.75
2020-02-24,3225.889892578125
2020-02-25,3128.2099609375
2020-02-26,3116.389892578125
2020-02-27,2978.760009765625
2020-02-28,2954.219970703125
2020-03-02,3090.22998046875
2020-03-03,3003.3701171875
2020-03-04,3130.1201171875
2020-03-05,3023.93994140625
2020-03-06,2972.3701171875
2020-03-09,2746.56005859375
2020-03-10,2882.22998046875
2020-03-11,2741.3798828125
2020-03-12,2480.639892578125
2020-03-13,2711.02001953125
2020-03-16,2386.1298828125
2020-03-17,2529.18994140625
2020-03-18,2398.10009765625
2020-03-19,2409.389892578125
2020-03-20,2304.919921875
2020-03-23,2237.39990234375
2020-03-24,2447.330078125
2020-03-25,2475.56005859375
2020-03-26,2630.070068359375
2020-03-27,2541.469970703125
2020-03-30,2626.64990234375
2020-03-31,2584.590087890625
2020-04-01,2470.5
2020-04-02,2526.89990234375
2020-04-03,2488.64990234375
2020-04-06,2663.679931640625
2020-04-07,2659.409912109375
2020-04-08,2749.97998046875
2020-04-09,2789.820068359375
2020-04-13,2761.6298828125
2020-04-14,2846.06005859375
2020-04-15,2783.360107421875
2020-04-16,2799.550048828125
2020-04-17,2874.56005859375
2020-04-20,2823.159912109375
2020-04-21,2736.56005859375
2020-04-22,2799.31005859375
2020-04-23,2797.800048828125
2020-04-24,2836.739990234375
2020-04-27,2878.47998046875
2020-04-28,2863.389892578125
2020-04-29,2939.510009765625
2020-04-30,2912.429931640625
2020-05-01,2830.7099609375
2020-05-04,2842.739990234375
2020-05-05,2868.43994140625
2020-05-06,2848.419921875
2020-05-07,2881.18994140625
2020-05-08,2929.800048828125
2020-05-11,2930.18994140625
2020-05-12,2870.1201171875
2020-05-13,2820.0
2020-05-14,2852.5
2020-05-15,2863.699951171875
2020-05-18,2953.909912109375
2020-05-19,2922.93994140625
2020-05-20,2971.610107421875
2020-05-21,2948.510009765625
2020-05-22,2955.449951171875
2020-05-26,2991.77001953125
2020-05-27,3036.1298828125
2020-05-28,3029.72998046875
2020-05-29,3044.31005859375
2020-06-01,3055.72998046875
2020-06-02,3080.820068359375
2020-06-03,3122.8701171875
2020-06-04,3112.35009765625
2020-06-05,3193.929931640625
2020-06-08,3232.389892578125
2020-06-09,3207.179931640625
2020-06-10,3190.139892578125
2020-06-11,3002.10009765625
2020-06-12,3041.31005859375
2020-06-15,3066.590087890625
