Date,Value
1899-12-01,6.02
1899-11-01,6.46
1899-10-01,6.34
1899-09-01,6.37
1899-08-01,6.44
1899-07-01,6.28
1899-06-01,6.07
1899-05-01,6.21
1899-04-01,6.48
1899-03-01,6.4
1899-02-01,6.31
1899-01-01,6.08
1898-12-01,5.65
1898-11-01,5.32
1898-10-01,5.15
1898-09-01,5.26
1898-08-01,5.27
1898-07-01,5.08
1898-06-01,5.06
1898-05-01,4.87
1898-04-01,4.57
1898-03-01,4.65
1898-02-01,4.87
1898-01-01,4.88
1897-12-01,4.75
1897-11-01,4.65
1897-10-01,4.82
1897-09-01,4.98
1897-08-01,4.75
1897-07-01,4.46
1897-06-01,4.27
1897-05-01,4.08
1897-04-01,4.06
1897-03-01,4.19
1897-02-01,4.18
1897-01-01,4.22
1896-12-01,4.22
1896-11-01,4.38
1896-10-01,4.1
1896-09-01,4.01
1896-08-01,3.81
1896-07-01,4.04
1896-06-01,4.32
1896-05-01,4.4
1896-04-01,4.42
1896-03-01,4.38
1896-02-01,4.45
1896-01-01,4.27
1895-12-01,4.32
1895-11-01,4.59
1895-10-01,4.75
1895-09-01,4.82
1895-08-01,4.79
1895-07-01,4.72
1895-06-01,4.7
1895-05-01,4.61
1895-04-01,4.37
1895-03-01,4.19
1895-02-01,4.19
1895-01-01,4.25
1894-12-01,4.3
1894-11-01,4.34
1894-10-01,4.34
1894-09-01,4.48
1894-08-01,4.41
1894-07-01,4.25
1894-06-01,4.34
1894-05-01,4.4
1894-04-01,4.57
1894-03-01,4.51
1894-02-01,4.38
1894-01-01,4.32
1893-12-01,4.41
1893-11-01,4.57
1893-10-01,4.5
1893-09-01,4.37
1893-08-01,4.08
1893-07-01,4.18
1893-06-01,4.61
1893-05-01,4.84
1893-04-01,5.31
1893-03-01,5.31
1893-02-01,5.51
1893-01-01,5.61
1892-12-01,5.51
1892-11-01,5.57
1892-10-01,5.59
1892-09-01,5.48
1892-08-01,5.62
1892-07-01,5.54
1892-06-01,5.54
1892-05-01,5.57
1892-04-01,5.57
1892-03-01,5.58
1892-02-01,5.52
1892-01-01,5.51
1891-12-01,5.41
1891-11-01,5.25
1891-10-01,5.33
1891-09-01,5.33
1891-08-01,4.93
1891-07-01,4.77
1891-06-01,4.85
1891-05-01,4.95
1891-04-01,4.97
1891-03-01,4.81
1891-02-01,4.9
1891-01-01,4.84
1890-12-01,4.6
1890-11-01,4.71
1890-10-01,5.08
1890-09-01,5.32
1890-08-01,5.41
1890-07-01,5.54
1890-06-01,5.58
1890-05-01,5.62
1890-04-01,5.39
1890-03-01,5.28
1890-02-01,5.32
1890-01-01,5.38
