Date,High,Low,Open,Close,Volume,Adj Close
1987-10-01,327.3399963378906,321.8299865722656,321.8299865722656,327.3299865722656,193200000,327.3299865722656
1987-10-02,328.94000244140625,327.2200012207031,327.3299865722656,328.07000732421875,189100000,328.07000732421875
1987-10-05,328.57000732421875,326.0899963378906,328.07000732421875,328.0799865722656,159700000,328.0799865722656
1987-10-06,328.0799865722656,319.1700134277344,328.0799865722656,319.2200012207031,175600000,319.2200012207031
1987-10-07,319.3900146484375,315.7799987792969,319.2200012207031,318.5400085449219,186300000,318.5400085449219
1987-10-08,319.3399963378906,312.0199890136719,318.5400085449219,314.1600036621094,198700000,314.1600036621094
1987-10-09,315.0400085449219,310.9700012207031,314.1600036621094,311.07000732421875,158300000,311.07000732421875
1987-10-12,311.07000732421875,306.760009765625,311.07000732421875,309.3900146484375,141900000,309.3900146484375
1987-10-13,314.5299987792969,309.3900146484375,309.3900146484375,314.5199890136719,172900000,314.5199890136719
1987-10-14,314.5199890136719,304.7799987792969,314.5199890136719,305.2300109863281,207400000,305.2300109863281
1987-10-15,305.2300109863281,298.07000732421875,305.2099914550781,298.0799865722656,263200000,298.0799865722656
1987-10-16,298.9200134277344,281.5199890136719,298.0799865722656,282.70001220703125,338500000,282.70001220703125
1987-10-19,282.70001220703125,224.8300018310547,282.70001220703125,224.83999633789062,604300000,224.83999633789062
1987-10-20,245.6199951171875,216.4600067138672,225.05999755859375,236.8300018310547,608100000,236.8300018310547
1987-10-21,259.2699890136719,236.8300018310547,236.8300018310547,258.3800048828125,449600000,258.3800048828125
1987-10-22,258.3800048828125,242.99000549316406,258.239990234375,248.25,392200000,248.25
1987-10-23,250.6999969482422,242.75999450683594,248.2899932861328,248.22000122070312,245600000,248.22000122070312
1987-10-26,248.22000122070312,227.25999450683594,248.1999969482422,227.6699981689453,308800000,227.6699981689453
1987-10-27,237.80999755859375,227.6699981689453,227.6699981689453,233.19000244140625,260200000,233.19000244140625
1987-10-28,238.5800018310547,226.25999450683594,233.19000244140625,233.27999877929688,279400000,233.27999877929688
1987-10-29,246.69000244140625,233.27999877929688,233.30999755859375,244.77000427246094,258100000,244.77000427246094
1987-10-30,254.0399932861328,244.77000427246094,244.77000427246094,251.7899932861328,303400000,251.7899932861328
1987-11-02,255.75,249.14999389648438,251.72999572753906,255.75,176000000,255.75
1987-11-03,255.75,242.77999877929688,255.75,250.82000732421875,227800000,250.82000732421875
1987-11-04,251.0,246.33999633789062,250.80999755859375,248.9600067138672,202500000,248.9600067138672
1987-11-05,256.0899963378906,247.72000122070312,248.92999267578125,254.47999572753906,226000000,254.47999572753906
1987-11-06,257.2099914550781,249.67999267578125,254.49000549316406,250.41000366210938,228290000,250.41000366210938
1987-11-09,250.41000366210938,243.00999450683594,250.41000366210938,243.1699981689453,160690000,243.1699981689453
1987-11-10,243.1699981689453,237.63999938964844,243.13999938964844,239.0,184310000,239.0
1987-11-11,243.86000061035156,239.0,239.00999450683594,241.89999389648438,147850000,241.89999389648438
1987-11-12,249.89999389648438,241.89999389648438,241.92999267578125,248.52000427246094,206280000,248.52000427246094
1987-11-13,249.4199981689453,245.63999938964844,248.5399932861328,245.63999938964844,174920000,245.63999938964844
1987-11-16,249.5399932861328,244.97999572753906,245.69000244140625,246.75999450683594,164340000,246.75999450683594
1987-11-17,246.75999450683594,240.80999755859375,246.72999572753906,243.0399932861328,148240000,243.0399932861328
1987-11-18,245.5500030517578,240.6699981689453,243.08999633789062,245.5500030517578,158270000,245.5500030517578
1987-11-19,245.5500030517578,239.6999969482422,245.5399932861328,240.0500030517578,157140000,240.0500030517578
1987-11-20,242.00999450683594,235.88999938964844,240.0399932861328,242.0,189170000,242.0
1987-11-23,242.99000549316406,240.5,242.0,242.99000549316406,143160000,242.99000549316406
1987-11-24,247.89999389648438,242.97999572753906,242.97999572753906,246.38999938964844,199520000,246.38999938964844
1987-11-25,246.5399932861328,244.0800018310547,246.4199981689453,244.10000610351562,139780000,244.10000610351562
1987-11-27,244.1199951171875,240.33999633789062,244.11000061035156,240.33999633789062,86360000,240.33999633789062
1987-11-30,240.33999633789062,225.75,240.27000427246094,230.3000030517578,268910000,230.3000030517578
1987-12-01,234.02000427246094,230.3000030517578,230.32000732421875,232.0,149870000,232.0
1987-12-02,234.55999755859375,230.30999755859375,232.00999450683594,233.4499969482422,148890000,233.4499969482422
1987-12-03,233.89999389648438,225.2100067138672,233.4600067138672,225.2100067138672,204160000,225.2100067138672
1987-12-04,225.77000427246094,221.24000549316406,225.1999969482422,223.9199981689453,184800000,223.9199981689453
1987-12-07,228.77000427246094,223.9199981689453,223.97999572753906,228.75999450683594,146660000,228.75999450683594
1987-12-08,234.9199981689453,228.69000244140625,228.77000427246094,234.91000366210938,227310000,234.91000366210938
1987-12-09,240.08999633789062,233.8300018310547,234.91000366210938,238.88999938964844,231430000,238.88999938964844
1987-12-10,240.0500030517578,233.39999389648438,238.88999938964844,233.57000732421875,188960000,233.57000732421875
1987-12-11,235.47999572753906,233.35000610351562,233.60000610351562,235.32000732421875,151680000,235.32000732421875
1987-12-14,242.33999633789062,235.0399932861328,235.3000030517578,242.19000244140625,187680000,242.19000244140625
1987-12-15,245.58999633789062,241.30999755859375,242.19000244140625,242.80999755859375,214970000,242.80999755859375
1987-12-16,248.11000061035156,242.8000030517578,242.80999755859375,248.0800018310547,193820000,248.0800018310547
1987-12-17,248.60000610351562,242.9600067138672,248.0800018310547,242.97999572753906,191780000,242.97999572753906
1987-12-18,249.17999267578125,243.00999450683594,243.00999450683594,249.16000366210938,276220000,249.16000366210938
1987-12-21,250.25,248.3000030517578,249.13999938964844,249.5399932861328,161790000,249.5399932861328
1987-12-22,249.97000122070312,247.00999450683594,249.55999755859375,249.9499969482422,192650000,249.9499969482422
1987-12-23,253.35000610351562,249.9499969482422,249.9600067138672,253.16000366210938,203110000,253.16000366210938
1987-12-24,253.16000366210938,251.67999267578125,253.1300048828125,252.02999877929688,108800000,252.02999877929688
1987-12-28,252.02000427246094,244.19000244140625,252.00999450683594,245.57000732421875,131220000,245.57000732421875
1987-12-29,245.8800048828125,244.27999877929688,245.5800018310547,244.58999633789062,111580000,244.58999633789062
1987-12-30,248.05999755859375,244.58999633789062,244.6300048828125,247.86000061035156,149230000,247.86000061035156
1987-12-31,247.86000061035156,245.22000122070312,247.83999633789062,247.0800018310547,170140000,247.0800018310547
