Date,Value
1989-12-01,348.6
1989-11-01,340.2
1989-10-01,347.4
1989-09-01,347.3
1989-08-01,346.6
1989-07-01,331.9
1989-06-01,323.7
1989-05-01,313.9
1989-04-01,302.3
1989-03-01,292.7
1989-02-01,294.0
1989-01-01,285.4
1988-12-01,276.5
1988-11-01,271.0
1988-10-01,277.4
1988-09-01,268.0
1988-08-01,263.7
1988-07-01,269.1
1988-06-01,270.7
1988-05-01,256.1
1988-04-01,262.6
1988-03-01,265.7
1988-02-01,258.1
1988-01-01,250.5
1987-12-01,241.0
1987-11-01,245.0
1987-10-01,280.2
1987-09-01,318.7
1987-08-01,329.4
1987-07-01,310.1
1987-06-01,301.4
1987-05-01,289.1
1987-04-01,289.3
1987-03-01,292.5
1987-02-01,280.9
1987-01-01,264.5
1986-12-01,248.6
1986-11-01,245.1
1986-10-01,237.4
1986-09-01,238.3
1986-08-01,245.0
1986-07-01,240.2
1986-06-01,245.3
1986-05-01,238.5
1986-04-01,238.0
1986-03-01,232.3
1986-02-01,219.4
1986-01-01,208.2
1985-12-01,207.3
1985-11-01,197.5
1985-10-01,186.2
1985-09-01,184.1
1985-08-01,188.3
1985-07-01,192.5
1985-06-01,188.9
1985-05-01,184.9
1985-04-01,180.6
1985-03-01,179.4
1985-02-01,180.9
1985-01-01,171.6
1984-12-01,164.5
1984-11-01,166.3
1984-10-01,164.8
1984-09-01,166.1
1984-08-01,164.4
1984-07-01,151.1
1984-06-01,153.1
1984-05-01,156.6
1984-04-01,157.6
1984-03-01,157.4
1984-02-01,157.3
1984-01-01,166.4
1983-12-01,164.4
1983-11-01,165.2
1983-10-01,167.7
1983-09-01,167.2
1983-08-01,162.4
1983-07-01,167.0
1983-06-01,166.4
1983-05-01,164.1
1983-04-01,157.7
1983-03-01,151.9
1983-02-01,146.8
1983-01-01,144.3
1982-12-01,139.4
1982-11-01,138.1
1982-10-01,132.7
1982-09-01,122.4
1982-08-01,109.7
1982-07-01,109.4
1982-06-01,109.7
1982-05-01,116.4
1982-04-01,116.3
1982-03-01,110.8
1982-02-01,114.5
1982-01-01,117.3
1981-12-01,123.8
1981-11-01,122.9
1981-10-01,119.8
1981-09-01,118.3
1981-08-01,129.6
1981-07-01,129.1
1981-06-01,132.3
1981-05-01,131.7
1981-04-01,134.4
1981-03-01,133.2
1981-02-01,128.4
1981-01-01,133.0
1980-12-01,133.5
1980-11-01,135.7
1980-10-01,130.2
1980-09-01,126.5
1980-08-01,123.5
1980-07-01,119.8
1980-06-01,114.6
1980-05-01,107.7
1980-04-01,103.0
1980-03-01,104.7
1980-02-01,115.3
1980-01-01,110.9
