Date,Value
1939-12-01,12.37
1939-11-01,12.67
1939-10-01,12.9
1939-09-01,12.77
1939-08-01,11.54
1939-07-01,11.71
1939-06-01,11.43
1939-05-01,11.23
1939-04-01,10.83
1939-03-01,12.39
1939-02-01,12.4
1939-01-01,12.5
1938-12-01,12.69
1938-11-01,13.07
1938-10-01,13.06
1938-09-01,11.75
1938-08-01,12.31
1938-07-01,12.24
1938-06-01,10.21
1938-05-01,9.98
1938-04-01,9.89
1938-03-01,10.31
1938-02-01,11.04
1938-01-01,11.31
1937-12-01,11.02
1937-11-01,11.2
1937-10-01,12.28
1937-09-01,14.37
1937-08-01,16.74
1937-07-01,16.57
1937-06-01,15.64
1937-05-01,16.25
1937-04-01,17.01
1937-03-01,18.09
1937-02-01,18.11
1937-01-01,17.59
1936-12-01,17.06
1936-11-01,17.36
1936-10-01,16.89
1936-09-01,16.05
1936-08-01,15.87
1936-07-01,15.56
1936-06-01,14.69
1936-05-01,14.09
1936-04-01,14.88
1936-03-01,14.86
1936-02-01,14.55
1936-01-01,13.76
1935-12-01,13.04
1935-11-01,13.04
1935-10-01,11.92
1935-09-01,11.61
1935-08-01,11.37
1935-07-01,10.65
1935-06-01,10.12
1935-05-01,9.75
1935-04-01,9.04
1935-03-01,8.41
1935-02-01,8.98
1935-01-01,9.26
1934-12-01,9.26
1934-11-01,9.2
1934-10-01,8.95
1934-09-01,8.88
1934-08-01,9.1
1934-07-01,9.47
1934-06-01,9.94
1934-05-01,9.81
1934-04-01,10.92
1934-03-01,10.74
1934-02-01,11.32
1934-01-01,10.54
1933-12-01,9.97
1933-11-01,9.78
1933-10-01,9.55
1933-09-01,10.58
1933-08-01,10.67
1933-07-01,11.23
1933-06-01,10.39
1933-05-01,8.87
1933-04-01,6.89
1933-03-01,6.23
1933-02-01,6.25
1933-01-01,7.09
1932-12-01,6.82
1932-11-01,7.05
1932-10-01,7.12
1932-09-01,8.26
1932-08-01,7.53
1932-07-01,5.01
1932-06-01,4.77
1932-05-01,5.51
1932-04-01,6.28
1932-03-01,8.26
1932-02-01,8.23
1932-01-01,8.3
1931-12-01,8.44
1931-11-01,10.39
1931-10-01,10.25
1931-09-01,11.83
1931-08-01,13.9
1931-07-01,14.33
1931-06-01,13.87
1931-05-01,14.33
1931-04-01,15.86
1931-03-01,17.53
1931-02-01,17.2
1931-01-01,15.98
1930-12-01,15.51
1930-11-01,16.62
1930-10-01,17.92
1930-09-01,20.78
1930-08-01,20.79
1930-07-01,21.06
1930-06-01,21.52
1930-05-01,23.94
1930-04-01,25.46
1930-03-01,23.94
1930-02-01,23.07
1930-01-01,21.71
