Date,Value
2008-01-01,1449.16
2008-01-02,1447.16
2008-01-03,1447.16
2008-01-04,1411.63
2008-01-07,1416.18
2008-01-08,1390.18
2008-01-09,1409.13
2008-01-10,1420.32
2008-01-11,1401.02
2008-01-14,1416.25
2008-01-15,1380.94
2008-01-16,1373.19
2008-01-17,1333.25
2008-01-18,1325.18
2008-01-22,1310.50
2008-01-23,1338.59
2008-01-24,1352.06
2008-01-25,1330.60
2008-01-28,1353.95
2008-01-29,1362.30
2008-01-30,1355.81
2008-01-31,1378.55
2008-02-01,1395.42
2008-02-04,1380.81
2008-02-05,1336.64
2008-02-06,1326.44
2008-02-07,1336.91
2008-02-08,1331.29
2008-02-11,1339.13
2008-02-12,1348.85
2008-02-13,1367.20
2008-02-14,1348.85
2008-02-15,1349.98
2008-02-19,1348.78
2008-02-20,1360.03
2008-02-21,1342.53
2008-02-22,1353.10
2008-02-25,1371.80
2008-02-26,1381.29
2008-02-27,1380.02
2008-02-28,1367.68
2008-02-29,1330.63
2008-03-01,1333.33
2008-03-03,1331.33
2008-03-04,1326.75
2008-03-05,1333.69
2008-03-06,1304.33
2008-03-07,1293.36
2008-03-10,1273.36
2008-03-11,1320.65
2008-03-12,1308.77
2008-03-13,1315.47
2008-03-14,1288.14
2008-03-17,1276.59
2008-03-18,1330.73
2008-03-19,1298.42
2008-03-20,1329.51
2008-03-24,1349.88
2008-03-25,1352.98
2008-03-26,1341.13
2008-03-27,1325.76
2008-03-28,1315.21
2008-03-31,1322.69
2008-04-01,1370.18
2008-04-02,1367.53
2008-04-03,1369.31
2008-04-04,1370.40
2008-04-07,1372.54
2008-04-08,1365.54
2008-04-09,1354.48
2008-04-10,1360.55
2008-04-11,1332.82
2008-04-14,1328.31
2008-04-15,1334.43
2008-04-16,1364.70
2008-04-17,1365.56
2008-04-18,1390.32
2008-04-21,1388.17
2008-04-22,1375.93
2008-04-23,1379.93
2008-04-24,1388.81
2008-04-25,1397.83
2008-04-28,1396.36
2008-04-29,1390.93
2008-04-30,1385.58
2008-05-01,1409.33
2008-05-02,1413.90
2008-05-05,1407.48
2008-05-06,1418.26
2008-05-07,1392.56
2008-05-08,1397.68
2008-05-09,1388.28
2008-05-12,1403.57
2008-05-13,1403.04
2008-05-14,1408.66
2008-05-15,1423.56
2008-05-16,1425.34
2008-05-19,1426.63
2008-05-20,1413.40
2008-05-21,1390.70
2008-05-22,1394.34
2008-05-23,1375.93
2008-05-27,1385.34
2008-05-28,1390.83
2008-05-29,1398.26
2008-05-30,1400.38
2008-06-01,1385.97
2008-06-02,1385.67
2008-06-03,1377.65
2008-06-04,1377.19
2008-06-05,1404.05
2008-06-06,1360.68
2008-06-09,1361.76
2008-06-10,1358.43
2008-06-11,1335.48
2008-06-12,1339.86
