Date,Value
2008-06-13,1360.03
2008-06-16,1360.14
2008-06-17,1350.93
2008-06-18,1337.81
2008-06-19,1342.82
2008-06-20,1317.93
2008-06-23,1318.00
2008-06-24,1314.29
2008-06-25,1321.96
2008-06-26,1283.15
2008-06-27,1278.38
2008-06-30,1280.00
2008-07-01,1284.91
2008-07-02,1261.52
2008-07-03,1262.90
2008-07-07,1252.31
2008-07-08,1273.69
2008-07-09,1244.68
2008-07-10,1253.39
2008-07-11,1239.48
2008-07-14,1228.30
2008-07-15,1214.91
2008-07-16,1245.35
2008-07-17,1260.31
2008-07-18,1260.68
2008-07-21,1260.00
2008-07-22,1277.00
2008-07-23,1282.18
2008-07-24,1252.54
2008-07-25,1257.76
2008-07-28,1234.36
2008-07-29,1263.19
2008-07-30,1284.26
2008-07-31,1267.38
2008-08-01,1260.31
2008-08-04,1249.01
2008-08-05,1284.88
2008-08-06,1289.18
2008-08-07,1266.06
2008-08-08,1296.31
2008-08-11,1305.31
2008-08-12,1289.58
2008-08-13,1285.82
2008-08-14,1292.93
2008-08-15,1298.19
2008-08-18,1278.59
2008-08-19,1266.68
2008-08-20,1274.54
2008-08-21,1277.71
2008-08-22,1292.19
2008-08-25,1266.83
2008-08-26,1271.51
2008-08-27,1281.66
2008-08-28,1300.68
2008-08-29,1282.82
2008-09-01,1276.77
2008-09-02,1277.57
2008-09-03,1274.97
2008-09-04,1236.82
2008-09-05,1242.31
2008-09-08,1267.79
2008-09-09,1224.51
2008-09-10,1232.04
2008-09-11,1249.05
2008-09-12,1251.69
2008-09-15,1192.69
2008-09-16,1213.59
2008-09-17,1156.39
2008-09-18,1206.51
2008-09-19,1255.07
2008-09-22,1207.08
2008-09-23,1188.21
2008-09-24,1185.86
2008-09-25,1209.18
2008-09-26,1213.27
2008-09-29,1106.42
2008-09-30,1166.35
2008-10-01,1161.06
2008-10-02,1114.28
2008-10-03,1099.22
2008-10-06,1056.89
2008-10-07,996.22
2008-10-08,984.94
2008-10-09,909.91
2008-10-10,899.21
2008-10-13,1003.34
2008-10-14,998.01
2008-10-15,907.84
2008-10-16,946.42
2008-10-17,940.54
2008-10-20,985.40
2008-10-21,955.04
2008-10-22,896.78
2008-10-23,908.10
2008-10-24,876.77
2008-10-27,848.91
2008-10-28,940.51
2008-10-29,930.09
2008-10-30,954.09
2008-10-31,968.75
2008-11-01,967.59
2008-11-03,966.29
2008-11-04,1005.75
2008-11-05,952.77
2008-11-06,904.88
2008-11-07,930.98
2008-11-10,919.21
2008-11-11,898.95
2008-11-12,852.29
2008-11-13,911.28
2008-11-14,873.28
2008-11-17,850.75
2008-11-18,859.11
2008-11-19,806.58
2008-11-20,752.44
2008-11-21,800.03
2008-11-24,851.80
2008-11-25,857.39
2008-11-26,887.67
2008-11-28,896.23
2008-12-01,816.21
2008-12-02,848.80
2008-12-03,870.73
2008-12-04,845.21
2008-12-05,876.07
2008-12-08,909.70
2008-12-09,888.66
2008-12-10,899.23
2008-12-11,873.59
2008-12-12,879.72
2008-12-15,868.57
2008-12-16,913.17
2008-12-17,904.41
2008-12-18,885.28
2008-12-19,887.88
2008-12-22,871.63
2008-12-23,863.15
2008-12-24,868.15
2008-12-26,872.79
2008-12-29,869.41
2008-12-30,890.64
2008-12-31,903.25
