Date,Value
1929-12-01,21.4
1929-11-01,20.58
1929-10-01,27.99
1929-09-01,31.3
1929-08-01,30.1
1929-07-01,28.48
1929-06-01,26.15
1929-05-01,25.66
1929-04-01,25.28
1929-03-01,25.43
1929-02-01,24.99
1929-01-01,24.86
1928-12-01,23.15
1928-11-01,23.06
1928-10-01,21.6
1928-09-01,21.17
1928-08-01,19.78
1928-07-01,19.16
1928-06-01,19.02
1928-05-01,20.0
1928-04-01,19.4
1928-03-01,18.25
1928-02-01,17.32
1928-01-01,17.53
1927-12-01,17.46
1927-11-01,17.06
1927-10-01,16.68
1927-09-01,16.94
1927-08-01,16.03
1927-07-01,15.22
1927-06-01,14.89
1927-05-01,14.7
1927-04-01,14.21
1927-03-01,13.87
1927-02-01,13.66
1927-01-01,13.4
1926-12-01,13.49
1926-11-01,13.19
1926-10-01,13.02
1926-09-01,13.32
1926-08-01,13.12
1926-07-01,12.62
1926-06-01,12.11
1926-05-01,11.56
1926-04-01,11.48
1926-03-01,11.81
1926-02-01,12.67
1926-01-01,12.65
1925-12-01,12.46
1925-11-01,12.26
1925-10-01,11.89
1925-09-01,11.51
1925-08-01,11.25
1925-07-01,11.1
1925-06-01,10.8
1925-05-01,10.61
1925-04-01,10.28
1925-03-01,10.39
1925-02-01,10.67
1925-01-01,10.58
1924-12-01,10.16
1924-11-01,9.64
1924-10-01,9.13
1924-09-01,9.25
1924-08-01,9.34
1924-07-01,9.03
1924-06-01,8.63
1924-05-01,8.47
1924-04-01,8.5
1924-03-01,8.7
1924-02-01,8.87
1924-01-01,8.83
1923-12-01,8.55
1923-11-01,8.27
1923-10-01,8.03
1923-09-01,8.15
1923-08-01,8.1
1923-07-01,8.06
1923-06-01,8.34
1923-05-01,8.67
1923-04-01,9.1
1923-03-01,9.43
1923-02-01,9.28
1923-01-01,8.9
1922-12-01,8.78
1922-11-01,8.8
1922-10-01,9.26
1922-09-01,9.06
1922-08-01,8.83
1922-07-01,8.51
1922-06-01,8.45
1922-05-01,8.53
1922-04-01,8.21
1922-03-01,7.74
1922-02-01,7.46
1922-01-01,7.3
1921-12-01,7.31
1921-11-01,7.06
1921-10-01,6.7
1921-09-01,6.61
1921-08-01,6.45
1921-07-01,6.53
1921-06-01,6.55
1921-05-01,7.12
1921-04-01,6.91
1921-03-01,6.88
1921-02-01,7.06
1921-01-01,7.11
1920-12-01,6.81
1920-11-01,7.48
1920-10-01,7.88
1920-09-01,7.87
1920-08-01,7.6
1920-07-01,7.91
1920-06-01,7.92
1920-05-01,8.06
1920-04-01,8.6
1920-03-01,8.67
1920-02-01,8.1
1920-01-01,8.83
