Date,Value
1987-05-19,279.61
1987-05-20,278.20
1987-05-21,280.17
1987-05-22,282.16
1987-05-26,289.10
1987-05-27,288.73
1987-05-28,290.76
1987-05-29,290.10
1987-06-01,289.82
1987-06-02,288.45
1987-06-03,293.47
1987-06-04,295.08
1987-06-05,293.45
1987-06-08,296.72
1987-06-09,297.27
1987-06-10,297.47
1987-06-11,298.73
1987-06-12,301.61
1987-06-15,303.14
1987-06-16,304.76
1987-06-17,304.80
1987-06-18,305.69
1987-06-19,306.97
1987-06-22,309.64
1987-06-23,308.42
1987-06-24,306.85
1987-06-25,308.95
1987-06-26,307.16
1987-06-29,307.89
1987-06-30,304.00
1987-07-01,302.94
1987-07-02,305.63
1987-07-06,304.92
1987-07-07,307.39
1987-07-08,308.29
1987-07-09,307.51
1987-07-10,308.36
1987-07-13,307.63
1987-07-14,310.67
1987-07-15,310.42
1987-07-16,312.70
1987-07-17,314.58
1987-07-20,311.39
1987-07-21,308.54
1987-07-22,308.47
1987-07-23,307.80
1987-07-24,309.26
1987-07-27,310.64
1987-07-28,312.32
1987-07-29,315.64
1987-07-30,318.04
1987-07-31,318.66
1987-08-01,329.41
1987-08-03,317.57
1987-08-04,316.23
1987-08-05,318.45
1987-08-06,322.08
1987-08-07,323.00
1987-08-10,328.00
1987-08-11,333.32
1987-08-12,332.39
1987-08-13,334.64
1987-08-14,333.98
1987-08-17,334.10
1987-08-18,329.25
1987-08-19,329.82
1987-08-20,334.83
1987-08-21,335.89
1987-08-24,333.32
1987-08-25,336.76
1987-08-26,334.57
1987-08-27,331.38
1987-08-28,327.04
1987-08-31,329.79
1987-09-01,323.39
1987-09-02,321.67
1987-09-03,320.20
1987-09-04,316.70
1987-09-08,313.55
1987-09-09,313.92
1987-09-10,317.13
1987-09-11,321.98
1987-09-14,323.07
1987-09-15,317.73
1987-09-16,314.85
1987-09-17,314.92
1987-09-18,314.85
1987-09-21,310.54
1987-09-22,319.50
1987-09-23,321.19
1987-09-24,319.72
1987-09-25,320.16
1987-09-28,323.20
1987-09-29,321.69
1987-09-30,321.82
1987-10-01,327.32
1987-10-02,328.07
1987-10-05,328.07
1987-10-06,319.22
1987-10-07,318.54
1987-10-08,314.16
1987-10-09,311.07
1987-10-12,309.39
1987-10-13,314.51
1987-10-14,305.23
1987-10-15,298.07
1987-10-16,282.70
1987-10-19,224.83
1987-10-20,236.83
1987-10-21,258.38
1987-10-22,248.25
1987-10-23,248.22
1987-10-26,227.66
1987-10-27,233.19
1987-10-28,233.27
1987-10-29,244.77
1987-10-30,251.78
1987-11-01,245.09
1987-11-02,255.75
1987-11-03,250.82
1987-11-04,248.96
1987-11-05,254.47
1987-11-06,250.41
1987-11-09,243.16
1987-11-10,239.00
1987-11-11,241.89
1987-11-12,248.52
1987-11-13,245.63
1987-11-16,246.75
1987-11-17,243.03
1987-11-18,245.55
1987-11-19,240.05
1987-11-20,242.00
1987-11-23,242.99
1987-11-24,246.38
1987-11-25,244.10
1987-11-27,240.33
1987-11-30,230.30
1987-12-01,232.00
1987-12-02,233.44
1987-12-03,225.21
1987-12-04,223.91
1987-12-07,228.75
1987-12-08,234.91
1987-12-09,238.88
1987-12-10,233.57
1987-12-11,235.32
1987-12-14,242.19
1987-12-15,242.80
1987-12-16,248.08
1987-12-17,242.97
1987-12-18,249.16
1987-12-21,249.53
1987-12-22,249.94
1987-12-23,253.16
1987-12-24,252.02
1987-12-28,245.57
1987-12-29,244.58
1987-12-30,247.86
1987-12-31,247.08
