Date,Value
1949-12-01,16.54
1949-11-01,16.11
1949-10-01,15.89
1949-09-01,15.49
1949-08-01,15.29
1949-07-01,14.76
1949-06-01,13.97
1949-05-01,14.78
1949-04-01,14.89
1949-03-01,14.91
1949-02-01,14.77
1949-01-01,15.36
1948-12-01,15.19
1948-11-01,15.29
1948-10-01,16.19
1948-09-01,15.76
1948-08-01,15.94
1948-07-01,16.42
1948-06-01,16.82
1948-05-01,16.15
1948-04-01,15.4
1948-03-01,14.3
1948-02-01,14.1
1948-01-01,14.83
1947-12-01,15.03
1947-11-01,15.27
1947-10-01,15.45
1947-09-01,15.06
1947-08-01,15.46
1947-07-01,15.77
1947-06-01,14.84
1947-05-01,14.34
1947-04-01,14.6
1947-03-01,15.16
1947-02-01,15.8
1947-01-01,15.21
1946-12-01,15.13
1946-11-01,14.69
1946-10-01,14.75
1946-09-01,15.09
1946-08-01,17.7
1946-07-01,18.05
1946-06-01,18.58
1946-05-01,18.7
1946-04-01,18.66
1946-03-01,17.53
1946-02-01,18.07
1946-01-01,18.02
1945-12-01,17.33
1945-11-01,17.04
1945-10-01,16.5
1945-09-01,15.84
1945-08-01,14.83
1945-07-01,14.78
1945-06-01,15.09
1945-05-01,14.82
1945-04-01,14.28
1945-03-01,13.93
1945-02-01,13.94
1945-01-01,13.49
1944-12-01,13.1
1944-11-01,12.82
1944-10-01,12.91
1944-09-01,12.6
1944-08-01,12.81
1944-07-01,13.0
1944-06-01,12.67
1944-05-01,12.1
1944-04-01,11.89
1944-03-01,12.1
1944-02-01,11.77
1944-01-01,11.85
1943-12-01,11.48
1943-11-01,11.33
1943-10-01,11.88
1943-09-01,11.99
1943-08-01,11.74
1943-07-01,12.35
1943-06-01,12.1
1943-05-01,11.89
1943-04-01,11.44
1943-03-01,11.07
1943-02-01,10.69
1943-01-01,10.09
1942-12-01,9.52
1942-11-01,9.47
1942-10-01,9.32
1942-09-01,8.68
1942-08-01,8.59
1942-07-01,8.64
1942-06-01,8.33
1942-05-01,7.93
1942-04-01,7.84
1942-03-01,8.18
1942-02-01,8.65
1942-01-01,8.93
1941-12-01,8.76
1941-11-01,9.37
1941-10-01,9.83
1941-09-01,10.24
1941-08-01,10.21
1941-07-01,10.26
1941-06-01,9.76
1941-05-01,9.43
1941-04-01,9.64
1941-03-01,9.95
1941-02-01,9.89
1941-01-01,10.55
1940-12-01,10.53
1940-11-01,10.98
1940-10-01,10.73
1940-09-01,10.63
1940-08-01,10.2
1940-07-01,9.99
1940-06-01,9.67
1940-05-01,10.58
1940-04-01,12.27
1940-03-01,12.15
1940-02-01,12.22
1940-01-01,12.3
