Date,Value
1969-12-01,91.11
1969-11-01,96.21
1969-10-01,95.52
1969-09-01,94.51
1969-08-01,94.18
1969-07-01,94.71
1969-06-01,99.14
1969-05-01,104.6
1969-04-01,101.3
1969-03-01,99.3
1969-02-01,101.5
1969-01-01,102.0
1968-12-01,106.5
1968-11-01,105.4
1968-10-01,103.8
1968-09-01,101.3
1968-08-01,98.11
1968-07-01,100.3
1968-06-01,100.5
1968-05-01,97.87
1968-04-01,95.67
1968-03-01,89.09
1968-02-01,90.75
1968-01-01,95.04
1967-12-01,95.3
1967-11-01,92.66
1967-10-01,95.66
1967-09-01,95.81
1967-08-01,94.49
1967-07-01,93.01
1967-06-01,91.43
1967-05-01,92.59
1967-04-01,90.96
1967-03-01,89.42
1967-02-01,87.36
1967-01-01,84.45
1966-12-01,81.33
1966-11-01,80.99
1966-10-01,77.13
1966-09-01,77.81
1966-08-01,80.65
1966-07-01,85.84
1966-06-01,86.06
1966-05-01,86.78
1966-04-01,91.6
1966-03-01,88.88
1966-02-01,92.69
1966-01-01,93.32
1965-12-01,91.73
1965-11-01,92.15
1965-10-01,91.39
1965-09-01,89.38
1965-08-01,86.49
1965-07-01,84.91
1965-06-01,85.04
1965-05-01,89.28
1965-04-01,87.97
1965-03-01,86.83
1965-02-01,86.75
1965-01-01,86.12
1964-12-01,83.96
1964-11-01,85.44
1964-10-01,84.85
1964-09-01,83.41
1964-08-01,82.0
1964-07-01,83.22
1964-06-01,80.24
1964-05-01,80.72
1964-04-01,79.94
1964-03-01,78.8
1964-02-01,77.39
1964-01-01,76.45
1963-12-01,74.17
1963-11-01,72.62
1963-10-01,73.03
1963-09-01,72.85
1963-08-01,70.98
1963-07-01,69.07
1963-06-01,70.11
1963-05-01,70.14
1963-04-01,68.76
1963-03-01,65.67
1963-02-01,65.92
1963-01-01,65.06
1962-12-01,62.64
1962-11-01,60.04
1962-10-01,56.17
1962-09-01,58.0
1962-08-01,58.52
1962-07-01,56.97
1962-06-01,55.63
1962-05-01,62.99
1962-04-01,68.05
1962-03-01,70.29
1962-02-01,70.22
1962-01-01,69.07
1961-12-01,71.74
1961-11-01,71.08
1961-10-01,68.0
1961-09-01,67.26
1961-08-01,67.79
1961-07-01,65.44
1961-06-01,65.62
1961-05-01,66.5
1961-04-01,65.83
1961-03-01,64.12
1961-02-01,62.17
1961-01-01,59.72
1960-12-01,56.8
1960-11-01,55.47
1960-10-01,53.73
1960-09-01,54.81
1960-08-01,56.51
1960-07-01,55.84
1960-06-01,57.26
1960-05-01,55.22
1960-04-01,55.73
1960-03-01,55.02
1960-02-01,55.78
1960-01-01,58.03
