Date,Value
1889-12-01,5.32
1889-11-01,5.35
1889-10-01,5.4
1889-09-01,5.5
1889-08-01,5.37
1889-07-01,5.3
1889-06-01,5.41
1889-05-01,5.32
1889-04-01,5.18
1889-03-01,5.19
1889-02-01,5.3
1889-01-01,5.24
1888-12-01,5.14
1888-11-01,5.24
1888-10-01,5.35
1888-09-01,5.38
1888-08-01,5.25
1888-07-01,5.14
1888-06-01,5.01
1888-05-01,5.17
1888-04-01,5.1
1888-03-01,5.08
1888-02-01,5.28
1888-01-01,5.31
1887-12-01,5.27
1887-11-01,5.3
1887-10-01,5.2
1887-09-01,5.38
1887-08-01,5.45
1887-07-01,5.59
1887-06-01,5.73
1887-05-01,5.9
1887-04-01,5.8
1887-03-01,5.67
1887-02-01,5.54
1887-01-01,5.58
1886-12-01,5.64
1886-11-01,5.79
1886-10-01,5.65
1886-09-01,5.51
1886-08-01,5.37
1886-07-01,5.33
1886-06-01,5.25
1886-05-01,5.02
1886-04-01,5.12
1886-03-01,5.19
1886-02-01,5.3
1886-01-01,5.2
1885-12-01,5.2
1885-11-01,5.24
1885-10-01,4.92
1885-09-01,4.65
1885-08-01,4.71
1885-07-01,4.46
1885-06-01,4.3
1885-05-01,4.32
1885-04-01,4.37
1885-03-01,4.38
1885-02-01,4.37
1885-01-01,4.24
1884-12-01,4.34
1884-11-01,4.35
1884-10-01,4.44
1884-09-01,4.59
1884-08-01,4.74
1884-07-01,4.46
1884-06-01,4.46
1884-05-01,4.65
1884-04-01,5.06
1884-03-01,5.3
1884-02-01,5.32
1884-01-01,5.18
1883-12-01,5.34
1883-11-01,5.46
1883-10-01,5.38
1883-09-01,5.53
1883-08-01,5.47
1883-07-01,5.73
1883-06-01,5.82
1883-05-01,5.77
1883-04-01,5.87
1883-03-01,5.75
1883-02-01,5.68
1883-01-01,5.81
1882-12-01,5.84
1882-11-01,5.81
1882-10-01,6.07
1882-09-01,6.24
1882-08-01,6.18
1882-07-01,6.0
1882-06-01,5.68
1882-05-01,5.71
1882-04-01,5.78
1882-03-01,5.78
1882-02-01,5.79
1882-01-01,5.92
1881-12-01,6.01
1881-11-01,6.19
1881-10-01,6.15
1881-09-01,6.25
1881-08-01,6.2
1881-07-01,6.35
1881-06-01,6.58
1881-05-01,6.5
1881-04-01,6.22
1881-03-01,6.24
1881-02-01,6.17
1881-01-01,6.19
1880-12-01,5.84
1880-11-01,5.61
1880-10-01,5.33
1880-09-01,5.18
1880-08-01,5.19
1880-07-01,5.01
1880-06-01,4.79
1880-05-01,4.77
1880-04-01,5.18
1880-03-01,5.3
1880-02-01,5.2
1880-01-01,5.11
