Date,Value
1979-12-01,107.8
1979-11-01,103.7
1979-10-01,104.5
1979-09-01,108.6
1979-08-01,107.4
1979-07-01,102.7
1979-06-01,101.7
1979-05-01,99.73
1979-04-01,102.1
1979-03-01,100.1
1979-02-01,98.23
1979-01-01,99.71
1978-12-01,96.11
1978-11-01,94.71
1978-10-01,100.6
1978-09-01,103.9
1978-08-01,103.9
1978-07-01,97.19
1978-06-01,97.66
1978-05-01,97.41
1978-04-01,92.71
1978-03-01,88.82
1978-02-01,88.98
1978-01-01,90.25
1977-12-01,93.82
1977-11-01,94.28
1977-10-01,93.74
1977-09-01,96.23
1977-08-01,97.75
1977-07-01,100.2
1977-06-01,99.29
1977-05-01,98.76
1977-04-01,99.05
1977-03-01,100.6
1977-02-01,101.0
1977-01-01,103.8
1976-12-01,104.7
1976-11-01,101.2
1976-10-01,101.9
1976-09-01,105.5
1976-08-01,103.3
1976-07-01,104.2
1976-06-01,101.8
1976-05-01,101.2
1976-04-01,101.9
1976-03-01,101.1
1976-02-01,100.6
1976-01-01,96.86
1975-12-01,88.7
1975-11-01,90.07
1975-10-01,88.57
1975-09-01,84.67
1975-08-01,85.71
1975-07-01,92.49
1975-06-01,92.4
1975-05-01,90.1
1975-04-01,84.72
1975-03-01,83.78
1975-02-01,80.1
1975-01-01,72.56
1974-12-01,67.07
1974-11-01,71.74
1974-10-01,69.44
1974-09-01,68.12
1974-08-01,76.03
1974-07-01,79.31
1974-06-01,89.79
1974-05-01,89.67
1974-04-01,92.46
1974-03-01,97.44
1974-02-01,93.45
1974-01-01,96.11
1973-12-01,94.78
1973-11-01,102.0
1973-10-01,109.8
1973-09-01,105.6
1973-08-01,103.8
1973-07-01,105.8
1973-06-01,104.8
1973-05-01,107.2
1973-04-01,110.3
1973-03-01,112.4
1973-02-01,114.2
1973-01-01,118.4
1972-12-01,117.5
1972-11-01,115.1
1972-10-01,109.6
1972-09-01,109.4
1972-08-01,111.0
1972-07-01,107.2
1972-06-01,108.0
1972-05-01,107.7
1972-04-01,108.8
1972-03-01,107.7
1972-02-01,105.2
1972-01-01,103.3
1971-12-01,99.17
1971-11-01,92.78
1971-10-01,97.29
1971-09-01,99.4
1971-08-01,97.24
1971-07-01,99.0
1971-06-01,99.72
1971-05-01,101.6
1971-04-01,103.0
1971-03-01,99.6
1971-02-01,97.11
1971-01-01,93.49
1970-12-01,90.05
1970-11-01,84.28
1970-10-01,84.37
1970-09-01,82.58
1970-08-01,77.92
1970-07-01,75.72
1970-06-01,75.59
1970-05-01,76.06
1970-04-01,85.95
1970-03-01,88.65
1970-02-01,87.16
1970-01-01,90.31
