Date,High,Low,Open,Close,Volume,Adj Close
2008-09-02,1303.0400390625,1272.199951171875,1287.8299560546875,1277.5799560546875,4783560000,1277.5799560546875
2008-09-03,1280.5999755859375,1265.5899658203125,1276.6099853515625,1274.97998046875,5056980000,1274.97998046875
2008-09-04,1271.800048828125,1232.8299560546875,1271.800048828125,1236.8299560546875,5212500000,1236.8299560546875
2008-09-05,1244.93994140625,1217.22998046875,1233.2099609375,1242.31005859375,5017080000,1242.31005859375
2008-09-08,1274.4200439453125,1247.1199951171875,1249.5,1267.7900390625,7351340000,1267.7900390625
2008-09-09,1268.6600341796875,1224.510009765625,1267.97998046875,1224.510009765625,7380630000,1224.510009765625
2008-09-10,1243.9000244140625,1221.5999755859375,1227.5,1232.0400390625,6543440000,1232.0400390625
2008-09-11,1249.97998046875,1211.5400390625,1229.0400390625,1249.050048828125,6869250000,1249.050048828125
2008-09-12,1255.0899658203125,1233.81005859375,1245.8800048828125,1251.699951171875,6273260000,1251.699951171875
2008-09-15,1250.9200439453125,1192.699951171875,1250.9200439453125,1192.699951171875,8279510000,1192.699951171875
2008-09-16,1214.8399658203125,1169.280029296875,1188.31005859375,1213.5999755859375,9459830000,1213.5999755859375
2008-09-17,1210.3399658203125,1155.8800048828125,1210.3399658203125,1156.3900146484375,9431870000,1156.3900146484375
2008-09-18,1211.1400146484375,1133.5,1157.0799560546875,1206.510009765625,10082690000,1206.510009765625
2008-09-19,1265.1199951171875,1213.1099853515625,1213.1099853515625,1255.0799560546875,9387170000,1255.0799560546875
2008-09-22,1255.3699951171875,1205.6099853515625,1255.3699951171875,1207.0899658203125,5368130000,1207.0899658203125
2008-09-23,1221.1500244140625,1187.06005859375,1207.6099853515625,1188.219970703125,5185730000,1188.219970703125
2008-09-24,1197.4100341796875,1179.7900390625,1188.7900390625,1185.8699951171875,4820360000,1185.8699951171875
2008-09-25,1220.030029296875,1187.8699951171875,1187.8699951171875,1209.1800537109375,5877640000,1209.1800537109375
2008-09-26,1215.77001953125,1187.5400390625,1204.469970703125,1213.27001953125,5383610000,1213.27001953125
2008-09-29,1209.0699462890625,1106.4200439453125,1209.0699462890625,1106.4200439453125,7305060000,1106.4200439453125
2008-09-30,1168.030029296875,1113.780029296875,1113.780029296875,1166.3599853515625,4937680000,1166.3599853515625
2008-10-01,1167.030029296875,1140.77001953125,1164.1700439453125,1161.06005859375,5782130000,1161.06005859375
