Date,Value
2019-12-01,3176.75
2019-11-01,3104.9
2019-10-01,2977.68
2019-09-01,2982.16
2019-08-01,2897.5
2019-07-01,2996.11
2019-06-01,2890.17
2019-05-01,2854.71
2019-04-01,2903.8
2019-03-01,2803.98
2019-02-01,2754.86
2019-01-01,2607.39
2018-12-01,2567.31
2018-11-01,2723.23
2018-10-01,2785.46
2018-09-01,2901.5
2018-08-01,2857.82
2018-07-01,2793.64
2018-06-01,2754.35
2018-05-01,2701.49
2018-04-01,2653.63
2018-03-01,2702.77
2018-02-01,2705.16
2018-01-01,2789.8
2017-12-01,2664.34
2017-11-01,2593.61
2017-10-01,2557.0
2017-09-01,2492.84
2017-08-01,2456.22
2017-07-01,2454.1
2017-06-01,2433.99
2017-05-01,2395.35
2017-04-01,2359.31
2017-03-01,2366.82
2017-02-01,2329.91
2017-01-01,2275.12
2016-12-01,2246.63
2016-11-01,2164.99
2016-10-01,2143.02
2016-09-01,2157.69
2016-08-01,2170.95
2016-07-01,2148.9
2016-06-01,2083.89
2016-05-01,2065.55
2016-04-01,2075.54
2016-03-01,2021.95
2016-02-01,1904.42
2016-01-01,1918.6
2015-12-01,2054.08
2015-11-01,2080.62
2015-10-01,2024.81
2015-09-01,1944.41
2015-08-01,2039.87
2015-07-01,2094.14
2015-06-01,2099.29
2015-05-01,2111.94
2015-04-01,2094.86
2015-03-01,2079.99
2015-02-01,2082.2
2015-01-01,2028.18
2014-12-01,2054.27
2014-11-01,2044.57
2014-10-01,1937.27
2014-09-01,1993.23
2014-08-01,1961.53
2014-07-01,1973.1
2014-06-01,1947.09
2014-05-01,1889.77
2014-04-01,1864.26
2014-03-01,1863.52
2014-02-01,1817.04
2014-01-01,1822.36
2013-12-01,1807.78
2013-11-01,1783.54
2013-10-01,1720.03
2013-09-01,1687.17
2013-08-01,1670.09
2013-07-01,1668.68
2013-06-01,1618.77
2013-05-01,1639.84
2013-04-01,1570.7
2013-03-01,1550.83
2013-02-01,1512.31
2013-01-01,1480.4
2012-12-01,1422.29
2012-11-01,1394.51
2012-10-01,1437.82
2012-09-01,1443.42
2012-08-01,1403.45
2012-07-01,1359.78
2012-06-01,1323.48
2012-05-01,1341.27
2012-04-01,1386.43
2012-03-01,1389.24
2012-02-01,1352.49
2012-01-01,1300.58
2011-12-01,1243.32
2011-11-01,1226.42
2011-10-01,1207.22
2011-09-01,1173.88
2011-08-01,1185.31
2011-07-01,1325.19
2011-06-01,1287.29
2011-05-01,1338.31
2011-04-01,1331.51
2011-03-01,1304.49
2011-02-01,1321.12
2011-01-01,1282.62
2010-12-01,1241.53
2010-11-01,1198.89
2010-10-01,1171.58
2010-09-01,1122.08
2010-08-01,1087.28
2010-07-01,1079.8
2010-06-01,1083.36
2010-05-01,1125.06
2010-04-01,1197.32
2010-03-01,1152.05
2010-02-01,1089.16
2010-01-01,1123.58
